city_ascii,lat,lng,country
Yilan,24.75,121.75,Taiwan
Miaoli,24.57,120.82,Taiwan
Tororo,0.7104,34.17,Uganda
Pattani,6.864,101.25,Thailand
M'Sila,35.7,4.545,Algeria
Keren,15.6804,38.45,Eritrea
Cao Lanh,10.467,105.636,Vietnam
Khiwa,41.3911,60.3557,Uzbekistan
Carora,10.19,-70.08,Venezuela
Warner Robins,32.5975,-83.6526, United States
New Bedford,41.6697,-70.9428, United States
Targu-Mures,46.5582,24.5578,Romania
Perugia,43.1104,12.39,Italy
Xicheng,23.38,103.1501,China
Topeka,39.0346,-95.6955, United States
Beaumont,30.085,-94.1451, United States
Paterson,40.9147,-74.1624, United States
Joliet,41.5189,-88.1499, United States
Gyumri,40.7894,43.8475,Armenia
Palangkaraya,-2.2096,113.91,Indonesia
Jiayuguan,39.82,98.3,China
Hamilton,-37.7783,175.2896,New Zealand
Leesburg,28.7658,-81.8995, United States
Yala,6.5505,101.2851,Thailand
Elkhart,41.6912,-85.962, United States
Diourbel,14.6604,-16.24,Senegal
Jijel,36.822,5.766,Algeria
Lang Son,21.846,106.757,Vietnam
Trang,7.5634,99.608,Thailand
Odessa,31.8831,-102.3406, United States
Turbat,25.9918,63.0718,Pakistan
Medea,36.2704,2.77,Algeria
Kolomna,55.08,38.785,Russia
Naperville,41.7483,-88.1657, United States
Fairfield,38.2594,-122.0319, United States
San Juan del Rio,20.38,-100,Mexico
Manghyshlaq,43.6905,51.1417,Kazakhstan
Guastatoya,14.85,-90.0167,Guatemala
Trondheim,63.4167,10.4167,Norway
Man,7.4004,-7.55,Côte D’Ivoire
Wamba,2.1404,27.99,Congo (Kinshasa)
Gulu,2.78,32.28,Uganda
Aix-en-Provence,43.52,5.45,France
Gharyan,32.1704,13.02,Libya
Ambala,30.32,76.82,India
Cam Ranh,11.902,109.2207,Vietnam
Torrance,33.8346,-118.3417, United States
Ibarra,0.3604,-78.13,Ecuador
Matanzas,23.0415,-81.5775,Cuba
Perpignan,42.7,2.9,France
Pocos de Caldas,-21.78,-46.57,Brazil
Tabora,-5.02,32.8,Tanzania
Dar`a,32.625,36.105,Syria
Bruges,51.2204,3.23,Belgium
Santo Agostinho,-8.29,-35.03,Brazil
Dawei,14.098,98.195,Burma
Hanzhong,33.13,107.03,China
La Ceiba,15.7631,-86.797,Honduras
Krishnanagar,23.3803,88.53,India
Phra Nakhon Si Ayutthaya,14.3588,100.5684,Thailand
Quchan,37.1118,58.5015,Iran
Pointe-a-Pitre,16.2415,-61.533,Guadeloupe
Biarritz,43.4733,-1.5616,France
Panama City,30.1995,-85.6003, United States
Los Angeles,-37.46,-72.36,Chile
Concordia,-31.3896,-58.03,Argentina
Machakos,-1.5095,37.26,Kenya
Brest,48.3904,-4.495,France
Metairie,29.9976,-90.1781, United States
Kolar,13.1337,78.1334,India
Kairouan,35.6804,10.1,Tunisia
Le Mans,48.0004,0.1,France
Tall `Afar,36.376,42.4497,Iraq
Bellevue,47.5953,-122.155, United States
Kumba,4.6404,9.44,Cameroon
Jinchang,38.4957,102.1739,China
Tuzla,44.5505,18.68,Bosnia And Herzegovina
Szekesfehervar,47.1947,18.4081,Hungary
Midland,32.0249,-102.1137, United States
Carolina,18.4054,-65.9792,Puerto Rico
Huelva,37.2504,-6.9299,Spain
Sarnia,42.9666,-82.4,Canada
Goma,-1.6788,29.2218,Congo (Kinshasa)
Merced,37.3057,-120.4779, United States
Tizi Ouzou,36.8,4.0333,Algeria
Kafr ash Shaykh,31.109,30.936,Egypt
Mesquite,32.7623,-96.5889, United States
Ajdabiya,30.77,20.22,Libya
Otaru,43.1887,140.9783,Japan
Ipswich,52.0703,1.17,United Kingdom
Logrono,42.4704,-2.43,Spain
Stara Zagora,42.4231,25.6227,Bulgaria
Bechar,31.6111,-2.23,Algeria
Kenema,7.8804,-11.19,Sierra Leone
Amiens,49.9004,2.3,France
Calama,-22.45,-68.92,Chile
Macae,-22.38,-41.79,Brazil
Cape Coast,5.1104,-1.25,Ghana
Houma,29.5799,-90.7058, United States
Pleiku,13.9833,108,Vietnam
Pyatigorsk,44.08,43.09,Russia
Charleston,38.3484,-81.6323, United States
Cajamarca,-7.15,-78.53,Peru
Pasadena,34.1597,-118.139, United States
Arzamas,55.4,43.8,Russia
Massawa,15.6101,39.45,Eritrea
Durres,41.3178,19.4482,Albania
Nawabganj,24.5804,88.35,Bangladesh
Pueblo,38.2713,-104.6105, United States
Saida,34.8404,0.14,Algeria
Ciego de Avila,21.84,-78.7619,Cuba
Altay,47.8666,88.1166,China
Jieshou,33.2504,115.35,China
Chongju,39.6813,125.2163,"Korea, North"
Arnhem,51.988,5.923,Netherlands
Phuket,7.8765,98.3815,Thailand
Nong'an,44.4304,125.1701,China
Ciudad de Melilla,35.3,-2.95,Spain
Tyler,32.3184,-95.3065, United States
Paranagua,-25.5279,-48.5345,Brazil
Ghazni,33.5633,68.4178,Afghanistan
Comodoro Rivadavia,-45.87,-67.5,Argentina
As Salt,32.0392,35.7272,Jordan
Labe,11.32,-12.3,Guinea
Orange,33.8038,-117.8218, United States
Al'met'yevsk,54.9004,52.3199,Russia
Fullerton,33.8841,-117.9279, United States
Miramar,25.9773,-80.3351, United States
Lhokseumawe,5.1914,97.1415,Indonesia
Orekhovo-Zuyevo,55.82,38.98,Russia
Santa Maria,34.9333,-120.4432, United States
Athens,33.9508,-83.3689, United States
Peterborough,52.5804,-0.25,United Kingdom
Badajoz,38.8804,-6.97,Spain
Dunhuang,40.1427,94.662,China
Bordj Bou Arreridj,36.059,4.63,Algeria
Columbia,38.9477,-92.3255, United States
Bizerte,37.2904,9.855,Tunisia
Sherbrooke,45.4,-71.9,Canada
Piedras Negras,28.7076,-100.5317,Mexico
Gottingen,51.5204,9.92,Germany
Kumbakonam,10.9805,79.4,India
Myitkyina,25.3596,97.3928,Burma
Chinandega,12.6304,-87.13,Nicaragua
Townsville,-19.25,146.77,Australia
Yuma,32.5991,-114.5488, United States
Tiruvannamalai,12.2604,79.1,India
Zalantun,48,122.72,China
Parnaiba,-2.91,-41.77,Brazil
Pabna,24.0004,89.25,Bangladesh
Umtata,-31.58,28.79,South Africa
Bremerhaven,53.5504,8.58,Germany
Tan An,10.5337,106.4167,Vietnam
Olathe,38.8832,-94.8198, United States
Castanhal,-1.2896,-47.93,Brazil
Cerro de Pasco,-10.69,-76.27,Peru
Irakleio,35.325,25.1305,Greece
Thornton,39.9205,-104.9443, United States
Harlingen,26.1916,-97.6976, United States
Oulu,65,25.47,Finland
Grand Junction,39.0877,-108.5673, United States
Shizuishan,39.2333,106.769,China
Baia Mare,47.6595,23.5791,Romania
Leon,42.58,-5.57,Spain
West Valley City,40.6889,-112.0115, United States
Gyor,47.7004,17.63,Hungary
Carrollton,32.989,-96.8999, United States
Serpukhov,54.9304,37.43,Russia
Jequie,-13.85,-40.08,Brazil
Cam Pha,21.0404,107.32,Vietnam
Lira,2.2604,32.89,Uganda
Roseville,38.7691,-121.3178, United States
Pyay,18.8165,95.2114,Burma
Orsha,54.5153,30.4215,Belarus
May Pen,17.9666,-77.2333,Jamaica
Warren,42.4934,-83.027, United States
Souk Ahras,36.2904,7.95,Algeria
Bloomington,40.4757,-88.9703, United States
Zakhu,37.1445,42.6872,Iraq
Cartago,4.75,-75.91,Colombia
Hampton,37.0551,-76.3629, United States
Caxias,-4.833,-43.35,Brazil
Ravenna,44.4204,12.22,Italy
's-Hertogenbosch,51.6833,5.3167,Netherlands
Ramapo,41.1404,-74.1072, United States
Nevinnomyssk,44.6201,41.95,Russia
Surprise,33.68,-112.4524, United States
Las Cruces,32.3265,-106.7893, United States
Touggourt,33.1,6.06,Algeria
Greeley,40.4151,-104.7705, United States
Pervoural'sk,56.91,59.955,Russia
Yunxian Chengguanzhen,32.8082,110.8136,China
Siauliai,55.9386,23.325,Lithuania
Birganj,27.0004,84.8666,Nepal
Yakima,46.5923,-120.5496, United States
Riohacha,11.5403,-72.91,Colombia
Musoma,-1.4896,33.8,Tanzania
Uppsala,59.8601,17.64,Sweden
Awasa,7.06,38.477,Ethiopia
Coral Springs,26.2702,-80.2591, United States
Namibe,-15.19,12.16,Angola
Kislovodsk,43.91,42.72,Russia
Sterling Heights,42.5809,-83.0305, United States
San Luis,16.2,-89.44,Guatemala
Blitar,-8.0696,112.15,Indonesia
Mauldin,34.7866,-82.2997, United States
Dimitrovgrad,54.2504,49.56,Russia
Pindamonhangaba,-22.92,-45.47,Brazil
Shahrud,36.4229,54.9629,Iran
Papeete,-17.5334,-149.5667,French Polynesia
Saint John's,47.585,-52.681,Canada
Racine,42.7274,-87.8135, United States
Opole,50.685,17.9313,Poland
Tra Vinh,9.934,106.334,Vietnam
Murom,55.5704,42.04,Russia
Cienaga,11.0104,-74.25,Colombia
Lae,-6.733,146.99,Papua New Guinea
Pilibhit,28.64,79.81,India
Ferrara,44.8504,11.6099,Italy
Novomoskovsk,54.09,38.22,Russia
Buzau,45.1565,26.8065,Romania
Stamford,41.1035,-73.5583, United States
Pinsk,52.1279,26.0941,Belarus
Shuangcheng,45.3503,126.28,China
Abohar,30.1204,74.29,India
Ninh Binh,20.2543,105.975,Vietnam
Nikopol',47.5666,34.4062,Ukraine
Florencia,1.6104,-75.62,Colombia
Girardot,4.31,-74.81,Colombia
Elizabeth,40.6657,-74.1912, United States
Jaragua do Sul,-26.48,-49.1,Brazil
Sannar,13.55,33.6,Sudan
Masaya,11.969,-86.095,Nicaragua
Baidoa,3.12,43.65,Somalia
Tokat,40.306,36.563,Turkey
Erzincan,39.7526,39.4928,Turkey
Andong,36.5659,128.725,South Korea
Tete,-16.17,33.58,Mozambique
Copiapo,-27.36,-70.34,Chile
Batticaloa,7.717,81.7,Sri Lanka
Shahr-e Kord,32.321,50.854,Iran
Kokshetau,53.3,69.42,Kazakhstan
Idlib,35.9297,36.6317,Syria
Xai-Xai,-25.04,33.64,Mozambique
Kamina,-8.73,25.01,Congo (Kinshasa)
Larisa,39.6304,22.42,Greece
Kamyshin,50.0804,45.4,Russia
Karabuk,41.2,32.6,Turkey
Cambridge,52.2004,0.1166,United Kingdom
Kent,47.3887,-122.2128, United States
Besancon,47.23,6.03,France
Greenville,35.5956,-77.3768, United States
Sakaka,30,40.1333,Saudi Arabia
Jima,7.68,36.83,Ethiopia
Jirja,26.3304,31.88,Egypt
Manzanillo,20.3438,-77.1166,Cuba
Surt,31.21,16.59,Libya
Al Hasakah,36.4833,40.75,Syria
Darnah,32.7648,22.6391,Libya
Ekibastuz,51.73,75.3199,Kazakhstan
Divo,5.839,-5.36,Côte D’Ivoire
Simi Valley,34.2663,-118.749, United States
San Nicolas de los Arroyos,-33.33,-60.24,Argentina
Braganca Paulista,-22.95,-46.55,Brazil
Worcester,-33.64,19.4399,South Africa
Tukuyu,-9.2496,33.64,Tanzania
Port Blair,11.667,92.736,India
Elblag,54.19,19.4027,Poland
Panevezys,55.74,24.37,Lithuania
Wau,7.7,27.99,South Sudan
Burlington,36.0762,-79.4687, United States
Alipur Duar,26.4837,89.5667,India
Lafia,8.4904,8.52,Nigeria
Santa Clara,37.3646,-121.968, United States
Sancti Spiritus,21.9301,-79.4425,Cuba
Pakokku,21.332,95.0866,Burma
Hathras,27.6,78.05,India
Neftekamsk,56.0835,54.2631,Russia
Gafsa,34.4204,8.78,Tunisia
Johnson City,36.3406,-82.3803, United States
Sogamoso,5.72,-72.94,Colombia
Edirne,41.6704,26.57,Turkey
Songea,-10.68,35.65,Tanzania
Tay Ninh,11.323,106.147,Vietnam
Loja,-3.99,-79.21,Ecuador
Macheng,31.18,115.03,China
Carupano,10.67,-63.23,Venezuela
Tarragona,41.1204,1.25,Spain
Itapetininga,-23.59,-48.04,Brazil
Tengyue,25.0333,98.4666,China
Boulder,40.0249,-105.2523, United States
Bellingham,48.7543,-122.4687, United States
Montego Bay,18.4667,-77.9167,Jamaica
Magway,20.1445,94.9196,Burma
Pangkalpinang,-2.08,106.15,Indonesia
Malanje,-9.54,16.34,Angola
Gashua,12.8705,11.04,Nigeria
Leeuwarden,53.2504,5.7834,Netherlands
Lubango,-14.91,13.49,Angola
Fort Smith,35.3493,-94.3695, United States
Sorong,-0.8554,131.285,Indonesia
Kumbo,6.2204,10.68,Cameroon
Ghardaia,32.49,3.67,Algeria
Kelowna,49.9,-119.4833,Canada
Amherst,43.0117,-78.7569, United States
Lynchburg,37.4003,-79.1909, United States
Marvdasht,29.8014,52.8215,Iran
Kenosha,42.5864,-87.8762, United States
Semnan,35.5548,53.3743,Iran
Santa Tecla,13.674,-89.29,El Salvador
Zlin,49.2304,17.65,Czech Republic
Fasa,28.9718,53.6715,Iran
Lysychans'k,48.9204,38.4274,Ukraine
Drohobych,49.3444,23.4994,Ukraine
My Tho,10.3504,106.35,Vietnam
Laiwu,36.2004,117.66,China
Alagoinhas,-12.14,-38.43,Brazil
Rudnyy,52.9527,63.13,Kazakhstan
East Los Angeles,34.0326,-118.1691, United States
South Lyon,42.4614,-83.6526, United States
Higuey,18.616,-68.708,Dominican Republic
Round Rock,30.5254,-97.6659, United States
Potchefstroom,-26.6996,27.1,South Africa
Siracusa,37.0704,15.29,Italy
Guelma,36.466,7.428,Algeria
Uruguaiana,-29.7696,-57.09,Brazil
Indramayu,-6.3356,108.319,Indonesia
Gagnoa,6.1504,-5.88,Côte D’Ivoire
Porto Seguro,-16.4296,-39.08,Brazil
Minzhu,43.7163,127.346,China
Segou,13.44,-6.26,Mali
Pati,-6.7415,111.0347,Indonesia
San Fernando,7.9,-67.4699,Venezuela
Brits,-25.6296,27.78,South Africa
Maina,13.4692,144.7332,Guam
Maastricht,50.853,5.677,Netherlands
Berkeley,37.8723,-122.276, United States
Tekirdag,40.9909,27.51,Turkey
Aalborg,57.0337,9.9166,Denmark
Barbacena,-21.22,-43.77,Brazil
Tauranga,-37.6964,176.1536,New Zealand
Lianhe,47.1364,129.2859,China
Olmaliq,40.8504,69.595,Uzbekistan
Billings,45.7889,-108.5509, United States
Sassari,40.73,8.57,Italy
Karaman,37.1815,33.215,Turkey
Ponce,18.012,-66.6198,Puerto Rico
Redding,40.5698,-122.365, United States
Yuba City,39.1357,-121.6381, United States
Manbij,36.5266,37.9563,Syria
Duluth,46.7757,-92.1392, United States
Larache,35.2004,-6.16,Morocco
Huanghua,38.3704,117.33,China
Pearland,29.5585,-95.3215, United States
Puerto Plata,19.7902,-70.6902,Dominican Republic
Maxixe,-23.866,35.3886,Mozambique
Trois-Rivieres,46.35,-72.5499,Canada
Leominster,42.5209,-71.7717, United States
Saginaw,43.4199,-83.9501, United States
Jau,-22.2896,-48.57,Brazil
Tetovo,42.0092,20.9701,Macedonia
Iowa City,41.6559,-91.5304, United States
Udine,46.07,13.24,Italy
Arvada,39.8321,-105.1511, United States
Pleven,43.4238,24.6134,Bulgaria
Zielona Gora,51.9504,15.5,Poland
Anuradhapura,8.35,80.3833,Sri Lanka
Shahreza,32.0115,51.8597,Iran
Tongren,27.6804,109.13,China
Berdyans'k,46.7568,36.7868,Ukraine
Bandundu,-3.31,17.38,Congo (Kinshasa)
Bama,11.5204,13.69,Nigeria
Seaside,36.6224,-121.8191, United States
Ourense,42.33,-7.87,Spain
Kingsport,36.5224,-82.5452, United States
Setubal,38.53,-8.9,Portugal
Nakhon Pathom,13.818,100.064,Thailand
Smithtown,40.8662,-73.2164, United States
Sokode,8.9905,1.15,Togo
Agadez,16.9959,7.9828,Niger
Jalingo,8.9004,11.36,Nigeria
Dunedin,-45.8854,170.491,New Zealand
Achinsk,56.27,90.5,Russia
Anaco,9.44,-64.46,Venezuela
Punta Arenas,-53.165,-70.94,Chile
San Martin,-33.07,-68.49,Argentina
Independence,39.0871,-94.3503, United States
Langsa,4.6736,97.9664,Indonesia
Vyborg,60.7039,28.7549,Russia
Calabozo,8.9304,-67.44,Venezuela
Chiang Rai,19.9119,99.8265,Thailand
Nkongsamba,4.9604,9.94,Cameroon
Kindia,10.06,-12.87,Guinea
Gao,16.2666,-0.05,Mali
Lehigh Acres,26.612,-81.6388, United States
Port-Gentil,-0.72,8.78,Gabon
Richardson,32.9717,-96.7092, United States
Rochester,44.0151,-92.4778, United States
Huanren,41.2563,125.346,China
Guangming,45.3304,122.78,China
Puno,-15.8329,-70.0333,Peru
Jaen,37.7704,-3.8,Spain
Nizhyn,51.0541,31.8903,Ukraine
Yakeshi,49.2804,120.73,China
Boke,10.94,-14.3,Guinea
Gilroy,37.0047,-121.5856, United States
Cherkessk,44.2904,42.06,Russia
El Monte,34.0739,-118.0291, United States
Navojoa,27.0819,-109.4546,Mexico
Rock Hill,34.9413,-81.025, United States
Tahoua,14.9,5.2599,Niger
Yelets,52.58,38.5,Russia
Binzhou,37.3704,118.02,China
Inhambane,-23.858,35.3398,Mozambique
Clearwater,27.9788,-82.7624, United States
Monroe,32.5183,-92.0775, United States
Dover,39.161,-75.5203, United States
Carlsbad,33.1247,-117.2837, United States
Toliara,-23.3568,43.69,Madagascar
Guelmim,28.98,-10.07,Morocco
Pouso Alegre,-22.22,-45.94,Brazil
Kulob,37.9212,69.7757,Tajikistan
Nabeul,36.4603,10.73,Tunisia
Tuguegarao,17.6131,121.7269,Philippines
Norman,35.2335,-97.3471, United States
Ciudad Valles,21.98,-99.02,Mexico
Abilene,32.4543,-99.7384, United States
Bloomington,39.1637,-86.5257, United States
Botosani,47.7484,26.6597,Romania
Las Delicias,28.2,-105.5,Mexico
Kam'yanets'-Podil's'kyy,48.6843,26.5809,Ukraine
Texas City,29.4128,-94.9658, United States
Giyon,8.5304,37.97,Ethiopia
Shashemene,7.2004,38.59,Ethiopia
Temecula,33.4928,-117.1315, United States
Utica,43.0961,-75.226, United States
Valparai,10.3204,76.97,India
Cuito,-12.38,16.94,Angola
Maribor,46.5405,15.65,Slovenia
St. Cloud,45.5339,-94.1718, United States
Kingston,44.2337,-76.4833,Canada
Siirt,37.944,41.933,Turkey
Kankan,10.39,-9.31,Guinea
Zhijiang,27.4409,109.678,China
St. George,37.077,-113.577, United States
West Jordan,40.6024,-112.0008, United States
Kecskemet,46.9,19.7,Hungary
Laghouat,33.81,2.88,Algeria
Botucatu,-22.8796,-48.45,Brazil
Costa Mesa,33.6667,-117.9135, United States
Tobol'sk,58.1998,68.2648,Russia
Miami Gardens,25.9433,-80.2426, United States
Curico,-34.98,-71.24,Chile
Sorum,59.9135,11.3472,Norway
Cambridge,42.3759,-71.1185, United States
Santa Cruz do Sul,-29.71,-52.44,Brazil
Kipushi,-11.7596,27.25,Congo (Kinshasa)
Koencho,43.8504,143.9,Japan
Brandon,27.9367,-82.3, United States
Exeter,50.7004,-3.53,United Kingdom
Downey,33.9379,-118.1312, United States
Coeur d'Alene,47.704,-116.7933, United States
Tokmok,42.8299,75.2846,Kyrgyzstan
Westminster,39.8837,-105.0624, United States
Nefteyugansk,61.0777,72.7027,Russia
Shaowu,27.3004,117.5,China
Mojokerto,-7.4696,112.43,Indonesia
Satu Mare,47.792,22.885,Romania
Elgin,42.0385,-88.3229, United States
Guanajuato,21.0204,-101.28,Mexico
El Centro,32.7867,-115.5586, United States
Mazyr,52.046,29.2722,Belarus
Iguala de la Independencia,18.37,-99.54,Mexico
Waterloo,42.492,-92.3522, United States
Nakhon Sawan,15.7,100.07,Thailand
Iringa,-7.7696,35.69,Tanzania
Zwolle,52.524,6.097,Netherlands
Kandy,7.28,80.67,Sri Lanka
Conselheiro Lafaiete,-20.67,-43.79,Brazil
Daugavpils,55.88,26.51,Latvia
Kuqa,41.7277,82.9364,China
Magelang,-7.4696,110.18,Indonesia
Santa Rosa,-36.62,-64.3,Argentina
Lowell,42.6389,-71.3217, United States
Jawhar,2.767,45.5166,Somalia
Gresham,45.5023,-122.4413, United States
Algeciras,36.1267,-5.4665,Spain
Nsukka,6.867,7.3834,Nigeria
Nguru,12.8804,10.45,Nigeria
North Charleston,32.9067,-80.0722, United States
Balkanabat,39.5124,54.3649,Turkmenistan
San Buenaventura,34.2741,-119.2314, United States
Manzanillo,19.0496,-104.3231,Mexico
Pemba,-12.983,40.5323,Mozambique
Volos,39.37,22.95,Greece
Inglewood,33.9566,-118.3444, United States
Noyabr'sk,63.1665,75.6165,Russia
Yenangyaung,20.4615,94.881,Burma
Manzini,-26.495,31.388,Swaziland
Pompano Beach,26.2428,-80.1312, United States
Centennial,39.5926,-104.8674, United States
West Palm Beach,26.7469,-80.1316, United States
Mzuzu,-11.46,34.02,Malawi
Bouira,36.3805,3.9,Algeria
Garanhuns,-8.89,-36.5,Brazil
Everett,47.9524,-122.167, United States
Santa Fe,35.6619,-105.9819, United States
Qingnian,36.8504,115.68,China
Richmond,37.9477,-122.339, United States
David,8.4333,-82.4333,Panama
Milagro,-2.1796,-79.6,Ecuador
Bataysk,47.1368,39.7449,Russia
Hailun,47.4504,126.93,China
Lichinga,-13.3,35.24,Mozambique
Kandi,11.1304,2.94,Benin
Dali,34.7953,109.9378,China
Clovis,36.8277,-119.6838, United States
Tieli,46.9504,128.05,China
Ipiales,0.8304,-77.65,Colombia
Catanduva,-21.14,-48.98,Brazil
The Woodlands,30.1738,-95.5134, United States
Szombathely,47.2253,16.6287,Hungary
Pottstown,40.2507,-75.6444, United States
Heihe,50.25,127.446,China
Siem Reap,13.3666,103.85,Cambodia
Szolnok,47.1864,20.1794,Hungary
Sergiyev Posad,56.33,38.17,Russia
Tumbes,-3.57,-80.46,Peru
San Rafael,-34.6,-68.3333,Argentina
Matagalpa,12.9171,-85.9167,Nicaragua
Tuxpam de Rodriguez Cano,20.9604,-97.41,Mexico
Leninsk-Kuznetskiy,54.66,86.17,Russia
Soubre,5.7904,-6.61,Côte D’Ivoire
Jacksonville,34.7287,-77.394, United States
Karamay,45.5899,84.8599,China
Kaposvar,46.367,17.8,Hungary
Mopti,14.49,-4.18,Mali
Trincomalee,8.569,81.233,Sri Lanka
Broken Arrow,36.0365,-95.7809, United States
Burlington,44.4877,-73.2314, United States
Nehe,48.49,124.88,China
Kyzyl,51.7067,94.3831,Russia
Mascara,35.4004,0.14,Algeria
Oktyabr'skiy,54.46,53.46,Russia
Birnin Kebbi,12.4504,4.1999,Nigeria
An Nuhud,12.6904,28.42,Sudan
Esteli,13.09,-86.36,Nicaragua
Barletta,41.32,16.27,Italy
Trento,46.0804,11.12,Italy
Escuintla,15.33,-92.63,Mexico
Escuintla,14.3004,-90.78,Guatemala
West Covina,34.0555,-117.9112, United States
Kogon,39.7211,64.5458,Uzbekistan
Ramnicu Valcea,45.11,24.383,Romania
Koszalin,54.2,16.1833,Poland
Obninsk,55.0804,36.62,Russia
Shinyanga,-3.6596,33.42,Tanzania
Turlock,37.5053,-120.8587, United States
Vasteras,59.63,16.54,Sweden
Chapayevsk,52.9743,49.7243,Russia
Louangphabang,19.8845,102.1416,Laos
Ilebo,-4.3196,20.61,Congo (Kinshasa)
Golmud,36.4166,94.8833,China
Apucarana,-23.55,-51.47,Brazil
Daly City,37.6863,-122.4684, United States
Eau Claire,44.82,-91.4951, United States
Pardubice,50.0404,15.76,Czech Republic
Ratchaburi,13.5419,99.8215,Thailand
Elista,46.3287,44.2087,Russia
Taungoo,18.9483,96.4179,Burma
Hillsboro,45.5272,-122.936, United States
Kandalaksha,67.1643,32.4144,Russia
Sandy Springs,33.9366,-84.3703, United States
Douliu,23.7075,120.5439,Taiwan
Coimbra,40.2004,-8.4167,Portugal
Drobeta-Turnu Severin,44.6459,22.6659,Romania
Longjiang,47.3404,123.18,China
Namur,50.4704,4.87,Belgium
Sioux City,42.4959,-96.3901, United States
Chico,39.7575,-121.8152, United States
Novotroitsk,51.2,58.33,Russia
Raba,-8.45,118.7666,Indonesia
Bage,-31.32,-54.1,Brazil
Norwalk,33.9069,-118.0829, United States
Salisbury,38.3755,-75.5867, United States
Jurupa Valley,34.001,-117.4706, United States
Lewisville,33.0452,-96.9823, United States
Derbent,42.0578,48.2774,Russia
Suceava,47.6377,26.2593,Romania
Annecy,45.9,6.1167,France
Salto,-31.3903,-57.9687,Uruguay
Azare,11.6804,10.19,Nigeria
Lahad Datu,5.0464,118.336,Malaysia
Sa`dah,16.9398,43.8498,Yemen
Assab,13.01,42.73,Eritrea
Kon Tum,14.3838,107.9833,Vietnam
Fresnillo,23.1704,-102.86,Mexico
Lugano,46.0004,8.9667,Switzerland
Queenstown,-31.8996,26.88,South Africa
Highlands Ranch,39.5419,-104.9708, United States
Hoa Binh,20.8137,105.3383,Vietnam
Granada,11.9337,-85.95,Nicaragua
Kongolo,-5.3795,26.98,Congo (Kinshasa)
Jazan,16.9066,42.5566,Saudi Arabia
Davie,26.0789,-80.287, United States
Focsani,45.6966,27.1865,Romania
Linhares,-19.39,-40.05,Brazil
Cottbus,51.7704,14.33,Germany
Koutiala,12.3904,-5.47,Mali
League City,29.4874,-95.1087, United States
Prijedor,44.9804,16.7,Bosnia And Herzegovina
Burbank,34.1879,-118.3235, United States
San Mateo,37.5522,-122.3122, United States
Spring Hill,28.4797,-82.53, United States
Jena,50.9304,11.58,Germany
Gera,50.8704,12.07,Germany
Torbat-e Jam,35.2233,60.6129,Iran
Nong Khai,17.8733,102.7479,Thailand
Brindisi,40.6403,17.93,Italy
Mmabatho,-25.83,25.61,South Africa
Zhezqazghan,47.78,67.77,Kazakhstan
Tandil,-37.32,-59.15,Argentina
San Antonio,-33.5995,-71.61,Chile
Maumere,-8.6189,122.2123,Indonesia
Albury,-36.06,146.92,Australia
Al Qamishli,37.03,41.23,Syria
Adigrat,14.2804,39.47,Ethiopia
Abengourou,6.7304,-3.49,Côte D’Ivoire
Kiselevsk,54,86.64,Russia
Kroonstad,-27.66,27.21,South Africa
Ed Damer,17.59,33.96,Sudan
El Cajon,32.8017,-116.9604, United States
Dolisie,-4.1796,12.67,Congo (Brazzaville)
Kilinochchi,9.4004,80.3999,Sri Lanka
Ahar,38.4829,47.0629,Iran
Biak,-1.1615,136.0485,Indonesia
Gardez,33.6001,69.2146,Afghanistan
Rialto,34.1175,-117.3894, United States
Konotop,51.2424,33.209,Ukraine
Prabumulih,-3.4432,104.2315,Indonesia
Marsa Matruh,31.3504,27.23,Egypt
Heroica Guaymas,27.93,-110.89,Mexico
Parral,26.9334,-105.6666,Mexico
Bend,44.0562,-121.3087, United States
Vinh Long,10.256,105.964,Vietnam
Columbia,39.2004,-76.859, United States
Velikiye Luki,56.32,30.52,Russia
Palma Soriano,20.2172,-75.9988,Cuba
Pedro Juan Caballero,-22.5446,-55.76,Paraguay
Pakxe,15.1221,105.8183,Laos
Roxas City,11.5853,122.7511,Philippines
Piatra Neamt,46.94,26.383,Romania
Grudziadz,53.4804,18.75,Poland
Lower Hutt,-41.2037,174.9123,New Zealand
Houzhuang,35.62,111.21,China
Edison,40.536,-74.3697, United States
Ukhta,63.56,53.69,Russia
Liberec,50.8,15.08,Czech Republic
Charlottesville,38.0375,-78.4855, United States
Bethal,-26.4696,29.45,South Africa
